dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1630270800,4,827.79,26.38,17.99,0.0,36.24,31.81,36.7,6.78
1630274400,4,867.84,28.39,17.48,0.0,39.58,32.46,37.88,6.78
1630278000,4,947.95,35.32,17.99,0.0,48.64,36.37,43.01,7.41
1630281600,4,1228.33,49.17,20.74,0.52,65.8,48.93,58.6,10.01
1630285200,5,1708.98,67.06,37.7,3.13,98.23,71.51,84.32,12.92
1630288800,5,2136.23,72.42,65.8,6.35,125.89,95.84,111.44,14.69
1630292400,5,2323.15,65.27,91.85,8.32,141.14,112.06,129.99,15.45
1630296000,5,1602.17,24.14,82.94,15.56,95.37,72.34,83.86,9.88
1630299600,5,1441.96,13.97,85.68,15.38,95.37,64.74,73.93,8.36
1630303200,5,1575.47,13.86,102.82,6.17,115.4,75.62,84.7,7.92
1630306800,5,1735.69,22.13,111.04,0.3,127.79,86.24,96.02,7.66
1630310400,5,1895.9,36.66,109.67,0.5,135.42,92.48,103.42,8.11
1630314000,5,1869.2,38.0,102.82,0.74,117.3,85.91,97.09,7.98
1630317600,5,2243.04,41.57,94.59,0.4,94.41,92.97,106.48,10.26
1630321200,5,3044.13,53.64,90.48,0.04,82.97,120.75,139.15,13.17
1630324800,5,3685.0,60.8,85.0,0.0,76.29,152.44,176.65,15.58
1630328400,5,4005.43,59.9,78.83,0.0,70.57,178.07,207.64,17.48
1630332000,5,3845.22,54.09,69.92,0.0,66.76,183.96,216.1,17.48
1630335600,5,3311.16,47.39,61.01,0.0,64.85,171.04,200.38,16.47
1630339200,5,2536.77,35.76,55.52,0.0,61.04,137.68,157.48,12.92
1630342800,5,2136.23,30.4,52.09,0.0,53.88,117.87,131.73,10.01
1630346400,5,1895.9,27.94,47.98,0.0,48.64,104.12,114.13,8.36
1630350000,5,1895.9,28.61,39.76,0.0,36.24,101.26,110.11,8.99
1630353600,5,2082.82,35.76,32.22,0.0,31.95,110.67,120.33,12.03
1630357200,5,2323.15,46.94,28.1,0.0,37.67,125.8,136.63,16.47
1630360800,5,2616.88,61.69,28.1,0.0,47.21,148.02,160.71,20.52
1630364400,5,3017.43,79.57,29.82,0.0,56.27,175.23,191.29,19.51
1630368000,5,3898.62,107.29,34.62,0.06,72.48,224.45,248.9,21.79
1630371600,5,3257.75,130.53,72.66,0.52,169.75,210.44,232.1,13.81
1630375200,5,3364.56,134.11,79.51,0.84,185.01,202.16,225.0,13.68
1630378800,5,3417.97,130.53,78.83,0.78,190.74,186.45,209.08,14.06
1630382400,5,2189.64,63.48,82.94,1.5,125.89,111.58,125.71,8.99
1630386000,5,1762.39,36.21,85.0,2.28,98.23,79.51,90.37,7.66
1630389600,5,1562.12,23.25,80.88,2.79,82.97,60.98,70.78,7.35
1630393200,5,1428.6,16.54,76.77,2.62,72.48,52.62,62.06,7.6
1630396800,5,1375.2,14.75,67.86,1.5,66.76,50.77,59.98,8.11
1630400400,4,1281.74,9.95,56.89,1.26,55.31,46.91,54.72,7.6
1630404000,4,1295.09,6.43,54.15,1.48,49.11,47.16,53.8,7.16
1630407600,5,1428.6,8.83,52.78,0.49,52.93,53.73,60.78,7.73
1630411200,5,1495.36,12.85,48.67,0.1,54.84,60.48,68.52,8.36
1630414800,5,2429.96,33.98,47.3,0.0,60.56,106.01,124.18,15.2
1630418400,5,3685.0,61.69,43.87,0.0,62.94,171.71,205.71,21.79
1630422000,5,4165.65,74.21,40.1,0.0,59.61,205.5,249.28,25.84
1630425600,5,3898.62,71.53,36.33,0.0,51.5,195.31,232.11,25.08
1630429200,5,3391.27,66.16,33.24,0.0,42.44,164.95,188.7,18.75
1630432800,5,2964.02,63.48,31.53,0.0,40.05,148.32,164.86,15.33
1630436400,5,2616.88,59.01,30.16,0.0,38.62,138.76,152.62,14.19
1630440000,5,2590.18,64.37,29.47,0.0,41.96,144.76,158.74,14.31
1630443600,5,2937.32,83.15,33.59,0.0,55.31,174.44,189.82,15.07
1630447200,5,3471.37,109.97,42.5,0.0,73.43,219.32,237.25,14.69
1630450800,5,3952.03,137.69,45.93,0.0,84.88,265.03,287.16,14.06
1630454400,5,4699.71,173.45,45.24,0.08,103.0,315.34,345.15,17.23
1630458000,5,3124.24,143.05,55.52,0.86,154.5,212.24,230.89,10.01
1630461600,5,2590.18,105.5,56.21,1.57,131.61,153.13,168.29,10.26
1630465200,5,2296.45,82.25,58.26,1.2,120.16,129.19,144.0,11.02
1630468800,5,1789.09,51.41,54.84,2.91,96.32,94.82,106.72,9.5
1630472400,5,1495.36,34.87,50.72,2.68,78.2,69.58,79.15,8.74
1630476000,5,1375.2,26.82,47.98,4.2,69.62,57.76,66.16,8.23
1630479600,5,1375.2,23.92,49.35,4.43,66.76,56.12,64.41,9.12
1630483200,5,1441.96,25.26,49.35,2.44,69.62,59.53,68.05,9.88
1630486800,5,1468.66,21.46,46.61,1.1,62.94,59.09,67.37,9.25
1630490400,5,1575.47,23.25,45.93,0.24,64.85,60.73,69.48,9.37
1630494000,5,1762.39,29.95,47.3,0.04,72.48,66.15,76.29,10.13
1630497600,5,1922.61,34.87,48.67,0.0,80.11,73.89,85.42,11.27
1630501200,5,2189.64,42.02,49.35,0.0,88.69,88.2,102.64,13.43
1630504800,5,2403.26,49.62,47.3,0.0,91.55,101.81,119.76,15.2
1630508400,5,2483.37,53.64,46.61,0.0,88.69,112.01,132.28,15.71
1630512000,5,2323.15,49.17,47.3,0.0,76.29,110.65,129.75,13.68
1630515600,5,2056.12,42.47,47.98,0.0,68.67,101.22,115.2,10.01
1630519200,5,1815.8,36.66,48.67,0.0,65.8,95.53,105.79,7.66
1630522800,5,1789.09,34.87,45.24,0.0,55.31,98.8,108.35,8.04
1630526400,5,2029.42,43.81,42.16,0.0,54.36,115.43,126.62,11.27
1630530000,5,2376.56,60.8,41.13,0.0,67.71,138.18,151.35,16.21
1630533600,5,2803.8,82.25,42.5,0.0,87.74,165.67,181.28,21.03
1630537200,5,3044.13,101.03,41.81,0.0,100.14,181.49,198.96,19.25
1630540800,5,3311.16,119.81,41.81,0.05,116.35,191.2,211.47,18.75
1630544400,5,2349.85,97.45,38.73,0.19,120.16,122.03,136.15,13.55
1630548000,5,2243.04,91.2,33.93,0.3,114.44,100.85,114.4,12.92
1630551600,5,1949.31,72.42,32.22,0.43,100.14,79.56,91.6,11.78
1630555200,4,1174.93,26.6,33.93,0.63,56.27,43.63,50.96,7.66
1630558800,4,1014.71,18.77,31.87,1.03,48.64,34.77,40.53,6.78
1630562400,4,1041.41,18.77,31.53,1.3,47.21,34.15,39.46,6.52
1630566000,4,1014.71,16.54,30.16,1.31,42.44,30.42,35.25,6.21
1630569600,4,988.01,15.2,28.79,1.04,40.53,27.29,31.88,6.27
1630573200,4,1014.71,13.64,29.13,0.79,39.1,26.86,31.33,6.4
1630576800,4,1268.39,23.25,32.22,0.25,51.02,34.14,39.88,8.11
1630580400,4,1522.06,32.63,33.93,0.02,56.27,42.81,50.17,8.74
1630584000,4,1535.42,27.94,36.67,0.0,47.21,45.19,53.25,7.92
1630587600,5,1615.52,28.16,39.07,0.0,47.21,52.49,62.05,8.99
1630591200,5,1708.98,31.74,38.73,0.0,50.07,60.35,72.23,10.13
1630594800,5,1762.39,33.08,36.33,0.0,49.11,64.71,78.34,11.02
1630598400,5,1735.69,33.08,33.93,0.0,45.3,64.93,78.68,11.27
1630602000,5,1575.47,30.85,31.19,0.0,40.05,57.94,69.71,9.75
1630605600,5,1415.25,28.39,27.76,0.0,35.76,52.63,62.54,8.74
1630609200,4,1255.04,23.69,23.99,0.0,29.56,47.29,55.68,8.23
1630612800,4,1201.63,22.58,21.08,0.0,26.94,45.37,53.65,8.61
1630616400,4,1188.28,24.14,19.54,0.0,27.9,46.01,54.88,9.25
1630620000,4,1188.28,26.82,18.85,0.0,30.28,47.06,56.41,9.5
1630623600,4,1134.87,25.48,17.82,0.0,30.04,43.64,52.77,9.37
1630627200,4,1108.17,23.02,16.97,0.18,29.33,39.37,48.65,9.63
1630630800,4,934.6,19.22,17.48,0.97,29.8,27.19,34.13,7.47
1630634400,3,881.2,18.77,18.51,1.5,31.95,23.23,29.4,7.09
1630638000,3,781.06,15.65,19.71,2.1,31.47,20.5,25.96,7.03
1630641600,2,614.17,8.83,18.85,5.32,24.56,14.65,18.47,5.7
1630645200,2,554.09,5.36,19.36,6.17,20.98,12.05,14.78,5.0
1630648800,2,534.06,3.74,19.02,5.9,18.12,10.52,12.69,4.75
1630652400,1,507.36,2.96,17.99,5.72,16.45,9.03,10.99,4.5
1630656000,1,514.03,3.8,19.54,4.6,18.84,9.32,11.42,4.69
1630659600,2,547.41,3.63,21.59,4.47,20.27,10.13,12.41,4.69
1630663200,3,1148.22,16.54,24.33,0.75,25.75,22.96,28.67,7.54
1630666800,4,2082.82,39.79,23.31,0.03,32.42,45.81,57.22,10.39
1630670400,5,2723.69,54.99,22.96,0.0,39.1,72.94,91.11,14.57
1630674000,5,3631.59,75.1,24.68,0.0,51.5,120.23,150.51,22.04
1630677600,5,4325.87,91.2,24.68,0.0,56.27,163.61,206.0,25.59
1630681200,5,4539.49,97.45,23.31,0.0,54.84,189.03,239.34,27.11
1630684800,5,4379.27,96.56,21.76,0.0,49.11,186.12,233.18,24.07
1630688400,5,3845.22,92.09,20.91,0.0,41.96,158.45,194.33,16.97
1630692000,5,3177.64,83.15,19.88,0.0,38.15,130.31,155.96,12.92
1630695600,5,2296.45,63.48,18.34,0.0,32.9,95.49,111.61,10.64
1630699200,5,2002.72,54.54,15.77,0.0,25.99,84.3,97.99,10.51
1630702800,5,1949.31,50.96,13.88,0.0,21.94,83.55,96.55,10.39
1630706400,5,2029.42,51.41,12.85,0.0,20.98,87.64,100.54,10.13
1630710000,5,2082.82,49.62,12.0,0.0,21.46,88.51,103.16,10.64
1630713600,5,2216.34,48.28,12.51,0.14,25.27,90.18,107.31,12.92
1630717200,5,2296.45,50.96,16.11,0.77,35.29,87.82,104.28,13.43
1630720800,5,2323.15,51.86,19.02,2.5,40.53,85.33,100.07,12.03
1630724400,5,1949.31,38.45,24.33,7.87,37.67,72.17,83.8,10.01
1630728000,4,1054.76,12.74,23.99,11.18,24.08,34.32,39.55,5.57
1630731600,2,700.95,5.7,18.85,16.81,17.41,19.2,22.07,4.18
1630735200,2,567.44,2.65,15.42,26.46,12.99,14.0,15.88,3.67
1630738800,2,494.0,1.02,12.68,33.98,9.18,11.95,13.39,3.64
1630742400,2,520.71,0.85,15.08,33.98,10.73,13.43,15.12,4.43
1630746000,2,554.09,0.71,16.97,31.11,12.04,14.3,16.19,4.75
1630749600,3,854.49,1.63,26.73,15.2,15.5,20.62,24.32,6.71
1630753200,4,1255.04,7.26,32.22,1.63,18.6,30.51,37.09,8.36
1630756800,4,1522.06,15.2,29.13,0.05,22.17,41.67,51.62,10.39
1630760400,5,1815.8,24.36,28.45,0.0,29.09,58.02,72.51,13.3
1630764000,5,1735.69,26.15,26.05,0.0,29.8,61.57,77.45,12.41
1630767600,5,1468.66,21.46,22.96,0.0,25.75,53.56,67.46,10.77
1630771200,4,1214.98,15.42,21.08,0.02,20.5,41.54,51.48,8.74
1630774800,4,1028.06,12.52,20.22,0.03,17.41,32.52,39.39,6.84
1630778400,4,894.55,10.62,19.71,0.05,16.69,28.24,33.83,6.08
1630782000,4,801.09,8.38,19.19,0.1,15.5,25.48,30.32,5.51
1630785600,4,781.06,9.05,18.85,0.07,16.45,25.26,29.45,5.26
1630789200,4,781.06,11.4,18.85,0.03,19.31,25.95,29.53,5.26
1630792800,4,787.74,14.53,19.02,0.01,23.13,26.83,30.38,5.38
1630796400,4,834.47,18.11,18.34,0.0,26.94,28.7,32.83,6.14
1630800000,4,1041.41,24.14,17.48,0.13,32.9,35.97,42.25,8.49
1630803600,4,1375.2,35.32,18.68,0.63,42.44,46.34,55.26,10.77
1630807200,4,1361.85,33.53,20.22,1.39,41.01,44.69,53.73,10.13
1630810800,4,1081.47,20.12,22.28,3.35,32.42,34.62,41.53,8.74
1630814400,2,647.54,4.36,18.68,19.85,16.93,17.73,20.75,4.75
1630818000,2,560.76,2.96,16.28,33.26,16.21,14.33,16.67,4.05
1630821600,2,554.09,2.74,15.59,47.21,17.17,15.05,17.3,3.99
1630825200,2,554.09,2.21,15.77,57.22,17.17,16.99,19.27,4.18
1630828800,2,580.79,2.07,19.54,50.78,19.55,19.76,22.21,4.75
1630832400,2,607.49,1.47,22.96,37.55,20.27,19.88,22.3,4.69
1630836000,3,767.71,1.54,32.22,18.24,24.8,23.16,26.41,5.64
1630839600,4,988.01,4.81,38.04,2.77,28.85,28.57,33.48,6.78
1630843200,4,1108.17,9.28,33.59,0.28,27.9,32.55,39.38,7.73
1630846800,5,1655.58,21.46,31.19,0.01,31.95,53.25,66.07,11.27
1630850400,5,2323.15,36.21,28.79,0.0,36.24,83.49,104.23,14.69
1630854000,5,2696.99,45.6,26.39,0.0,37.67,104.16,130.96,16.97
1630857600,5,2883.91,51.41,24.33,0.0,37.19,113.09,143.37,17.73
1630861200,5,2857.21,54.99,23.31,0.0,33.38,110.18,138.84,15.83
1630864800,5,2830.51,59.9,22.62,0.0,35.76,110.25,137.74,16.72
1630868400,5,2590.18,57.22,20.56,0.0,34.33,105.8,132.37,16.72
1630872000,5,2376.56,54.99,18.17,0.0,31.95,101.08,126.25,14.82
1630875600,5,2296.45,55.43,16.28,0.0,30.99,102.79,126.09,13.3
1630879200,5,2323.15,58.12,15.25,0.0,32.42,105.84,125.42,11.4
1630882800,5,2376.56,60.8,14.22,0.0,35.29,107.52,124.54,11.15
1630886400,5,2616.88,63.48,14.4,0.02,42.44,112.61,130.57,13.81
1630890000,5,1895.9,53.64,21.42,0.76,59.61,72.52,85.12,10.89
1630893600,5,1735.69,42.47,31.87,5.68,61.99,63.29,75.08,10.64
1630897200,5,1468.66,21.01,44.55,31.11,55.31,60.91,71.1,10.13
1630900800,4,881.2,4.69,25.36,76.53,29.8,40.45,45.33,5.89
1630904400,4,734.33,2.43,21.42,82.97,25.99,34.23,37.77,5.0
1630908000,4,720.98,1.79,23.99,69.38,26.94,30.32,33.54,5.0
1630911600,4,714.3,1.43,26.05,51.5,26.23,27.04,30.1,5.19
1630915200,4,781.06,1.48,32.9,40.41,30.99,29.05,32.47,6.08
1630918800,4,867.84,1.27,41.13,30.76,36.72,32.75,36.69,7.03
1630922400,4,1148.22,4.58,58.95,11.44,52.93,42.35,48.11,9.37
1630926000,5,1428.6,16.32,62.38,0.45,62.94,52.42,60.39,10.64
1630929600,5,1455.31,20.56,50.72,0.01,53.88,53.86,63.34,10.39
1630933200,5,1668.93,26.82,46.61,0.0,53.41,64.64,78.66,12.67
1630936800,5,2109.53,41.13,46.61,0.0,62.94,88.25,109.26,16.97
1630940400,5,2510.07,56.33,46.61,0.0,74.39,115.34,142.18,22.04
1630944000,5,3738.4,87.62,42.16,0.0,77.25,182.72,217.71,30.15
1630947600,5,4859.92,119.81,34.62,0.0,61.04,241.46,275.52,25.33
1630951200,5,5180.36,134.11,28.1,0.0,46.25,263.05,290.13,19.51
1630954800,5,4539.49,118.02,21.25,0.0,32.9,236.92,257.24,17.48
1630958400,5,3791.81,93.88,16.79,0.0,27.42,202.33,217.78,16.21
1630962000,5,3284.45,78.68,15.25,0.0,26.94,178.44,191.47,14.95
1630965600,5,2269.75,51.41,18.51,0.0,30.28,118.97,128.53,11.91
1630969200,5,1976.01,43.36,17.48,0.0,30.99,98.46,108.37,11.15
1630972800,5,1976.01,42.02,17.48,0.29,35.76,91.23,103.82,12.41
1630976400,5,1562.12,38.0,23.31,1.9,47.21,68.09,78.6,10.01
1630980000,5,1575.47,39.79,29.13,2.68,55.79,67.38,78.01,10.39
1630983600,5,1522.06,38.45,33.93,2.06,61.04,65.94,76.34,10.64
1630987200,4,894.55,12.74,30.5,5.14,36.24,32.75,37.95,6.08
1630990800,3,714.3,6.15,26.39,10.73,28.37,21.77,25.32,5.0
1630994400,2,674.25,4.75,24.33,16.27,25.75,18.85,21.98,4.81
1630998000,2,640.87,3.91,23.65,17.17,22.89,17.43,20.36,4.62
1631001600,2,654.22,3.97,27.42,11.44,25.27,17.96,20.92,4.62
1631005200,2,654.22,3.24,30.16,6.35,26.94,17.35,20.27,4.43
1631008800,2,781.06,7.82,31.87,1.19,32.42,19.69,23.47,5.32
1631012400,3,961.3,15.2,28.79,0.09,34.81,23.84,28.88,6.27
1631016000,4,1028.06,16.99,26.73,0.03,32.9,27.19,33.45,7.03
1631019600,4,1214.98,22.58,26.05,0.01,36.24,36.63,45.5,8.87
1631023200,4,1401.9,27.05,25.02,0.0,37.19,46.66,58.2,10.26
1631026800,5,1468.66,27.94,24.33,0.0,35.29,52.19,65.6,10.89
1631030400,5,1441.96,27.05,23.31,0.0,31.47,51.11,65.46,10.77
1631034000,4,1201.63,23.92,22.28,0.0,28.13,41.28,52.61,8.74
1631037600,4,974.66,19.89,21.76,0.0,27.42,33.64,42.42,7.47
1631041200,4,787.74,14.19,21.25,0.01,24.56,27.16,33.74,6.4
1631044800,3,720.98,12.07,20.56,0.03,22.65,24.42,29.78,5.89
1631048400,3,674.25,11.74,19.88,0.05,22.89,22.12,26.9,5.64
1631052000,3,640.87,12.07,19.36,0.05,23.84,20.32,25.29,5.76
1631055600,2,620.84,11.74,18.51,0.08,23.6,18.8,24.21,6.02
1631059200,2,674.25,12.18,17.99,0.25,23.84,19.33,25.71,6.65
1631062800,2,741.01,14.31,17.99,1.38,26.23,18.68,24.75,6.33
1631066400,2,741.01,15.65,18.51,3.84,28.85,17.83,23.39,6.02
1631070000,2,674.25,13.86,18.68,7.87,29.33,16.55,21.64,5.95
1631073600,2,534.06,7.6,17.65,15.56,23.37,11.7,15.44,4.81
1631077200,1,480.65,4.08,18.17,21.1,21.22,9.58,12.61,4.43
1631080800,1,460.63,2.24,18.51,26.11,20.27,9.14,11.8,4.31
1631084400,1,447.27,1.15,18.17,30.4,18.84,9.38,11.65,4.05
1631088000,2,473.98,0.74,20.56,30.76,20.03,11.17,13.38,4.02
1631091600,2,494.0,0.37,22.28,28.61,20.27,11.68,13.84,3.9
1631095200,2,614.17,0.87,30.16,15.02,24.56,14.02,16.93,4.69
1631098800,2,767.71,4.53,33.59,2.68,28.61,17.8,21.97,5.7
1631102400,3,854.49,10.06,29.82,0.27,30.04,21.67,27.11,6.33
1631106000,4,961.3,16.32,28.1,0.03,34.81,27.97,36.04,7.98
1631109600,4,974.66,17.88,27.08,0.01,34.33,30.64,40.82,8.61
1631113200,4,947.95,16.32,26.39,0.01,31.47,31.11,42.12,8.74
1631116800,4,907.9,14.08,25.36,0.03,27.66,29.1,39.78,8.11
1631120400,4,814.44,11.74,24.68,0.05,24.32,25.19,34.48,6.9
1631124000,3,754.36,10.28,23.99,0.08,22.89,23.91,32.19,6.46
1631127600,3,700.95,8.16,22.62,0.2,20.5,22.26,29.21,5.83
1631131200,3,667.57,7.6,21.94,0.29,20.03,20.4,26.14,5.45
1631134800,2,634.19,7.6,21.76,0.35,20.98,18.36,23.01,5.19
1631138400,2,607.49,8.27,21.59,0.34,22.89,16.82,21.14,5.26
1631142000,2,594.14,7.94,21.25,0.45,23.37,15.07,19.32,5.38
1631145600,2,654.22,8.38,20.74,1.81,24.08,15.34,20.32,6.02
1631149200,2,727.65,10.17,21.76,5.54,26.23,15.61,20.91,6.14
1631152800,2,700.95,9.16,22.62,8.76,26.23,13.92,18.78,6.21
1631156400,2,614.17,6.26,21.94,13.05,23.6,11.04,15.07,5.95
1631160000,1,554.09,3.86,21.42,17.7,21.46,9.57,12.66,5.0
1631163600,2,574.11,3.3,24.68,16.99,24.56,11.55,14.69,5.0
1631167200,2,620.84,2.99,27.76,15.02,26.94,13.7,17.02,5.13
1631170800,2,647.54,2.91,28.45,14.84,25.75,14.85,18.17,4.94
1631174400,2,660.9,2.93,28.79,12.52,24.8,15.02,18.09,4.5
1631178000,2,647.54,2.88,27.42,10.64,22.65,14.28,17.1,3.96
1631181600,2,720.98,4.69,27.76,7.51,23.13,15.24,18.59,4.43
1631185200,2,867.84,8.38,29.47,1.57,25.99,18.93,23.69,5.7
1631188800,3,988.01,13.41,27.08,0.1,28.85,24.25,31.0,7.22
1631192400,4,1188.28,21.23,27.08,0.01,35.29,34.62,45.17,9.5
1631196000,4,1308.44,24.59,27.08,0.0,36.24,42.19,56.37,10.64
1631199600,4,1321.79,24.14,26.05,0.0,32.9,44.92,60.63,10.64
1631203200,4,1255.04,22.8,24.33,0.0,29.56,42.69,57.24,9.63
1631206800,4,1134.87,22.13,22.96,0.0,27.66,37.18,48.38,8.11
1631210400,4,1054.76,22.58,21.59,0.0,28.13,35.57,45.29,7.85
1631214000,4,974.66,21.01,20.05,0.0,26.23,34.18,43.02,7.79
1631217600,4,921.25,18.77,18.51,0.0,24.32,32.28,40.59,7.6
1631221200,4,854.49,17.43,17.31,0.0,23.37,30.28,38.18,7.28
1631224800,4,767.71,15.87,16.79,0.0,23.13,26.63,33.85,6.78
1631228400,3,714.3,14.53,15.94,0.01,22.41,23.62,30.62,6.59
1631232000,3,720.98,14.31,14.4,1.08,22.17,21.95,29.44,6.9
1631235600,2,734.33,15.42,13.71,4.07,23.37,19.39,26.24,6.52
1631239200,2,660.9,11.62,15.25,6.35,21.46,16.29,22.17,6.14
1631242800,2,554.09,5.76,17.31,8.4,18.12,13.17,18.16,5.83
1631246400,1,447.27,1.72,16.45,13.59,13.59,9.12,12.34,4.56
1631250000,1,433.92,1.02,16.97,16.99,13.95,8.41,11.03,4.43
1631253600,1,440.6,0.71,17.48,19.49,14.19,8.51,10.87,4.62
1631257200,1,467.3,1.36,18.51,19.49,15.74,8.95,11.16,4.75
1631260800,2,527.38,2.26,22.96,14.31,20.5,10.7,13.3,5.19
1631264400,2,620.84,3.74,27.42,9.12,25.27,13.05,16.29,5.7
1631268000,2,894.55,10.51,32.56,2.37,33.38,19.67,24.6,7.28
1631271600,4,1174.93,19.0,30.5,0.14,34.81,26.55,33.35,8.49
1631275200,4,1228.33,19.45,28.45,0.02,31.47,31.07,39.27,8.99
1631278800,4,1241.68,18.55,28.79,0.02,30.99,35.86,46.41,9.75
1631282400,4,1054.76,14.08,27.42,0.06,27.18,32.6,43.77,9.12
1631286000,4,881.2,9.39,24.68,0.21,21.94,26.22,36.13,7.98
1631289600,3,741.01,6.65,22.62,0.46,17.88,20.17,28.1,6.46
1631293200,2,687.6,6.76,21.42,0.36,16.69,17.85,24.46,5.64
1631296800,2,634.19,5.31,20.22,0.5,14.07,16.74,22.56,5.32
1631300400,2,600.82,3.91,19.36,0.91,12.04,16.09,21.53,5.32
1631304000,2,594.14,3.86,19.19,0.97,12.28,15.94,21.17,5.51
1631307600,2,587.46,4.64,19.02,0.73,13.35,16.12,20.91,5.7
1631311200,2,587.46,5.87,18.68,0.44,14.78,16.08,20.84,5.95
1631314800,2,580.79,6.09,17.48,0.45,14.66,15.37,20.16,6.14
1631318400,2,614.17,7.15,15.59,1.99,14.78,15.49,20.52,6.59
1631322000,2,647.54,8.61,15.08,4.07,16.21,14.92,19.47,6.02
1631325600,2,607.49,7.6,13.71,7.15,14.54,12.67,16.25,5.32
1631329200,2,520.71,5.14,12.0,12.7,11.68,10.41,13.11,4.94
1631332800,1,400.54,1.61,10.8,18.6,7.51,6.92,8.6,3.83
1631336400,1,370.5,1.1,10.11,20.39,7.09,5.56,6.95,3.58
1631340000,1,357.15,0.8,8.91,23.6,6.38,4.78,5.94,3.2
1631343600,1,333.79,0.53,7.88,27.18,5.84,4.1,5.15,2.91
1631347200,1,330.45,0.48,9.08,27.54,7.03,4.15,5.29,3.23
1631350800,1,340.46,0.42,10.28,26.82,7.87,4.47,5.73,3.67
1631354400,1,397.21,0.54,13.54,23.96,9.66,5.66,7.37,4.69
1631358000,1,460.63,0.22,16.79,18.6,10.85,7.35,9.69,6.02
1631361600,1,500.68,0.19,17.65,16.45,11.21,9.18,12.28,7.16
1631365200,2,540.73,0.32,19.36,13.59,12.88,11.33,15.25,8.11
1631368800,2,554.09,0.45,19.36,11.18,12.76,12.23,16.62,8.36
1631372400,2,574.11,0.77,20.05,8.05,12.4,13.3,18.11,8.36
1631376000,2,594.14,1.33,20.74,5.01,12.04,13.89,18.81,7.92
1631379600,2,587.46,1.84,20.39,3.22,11.44,13.66,18.36,6.97
1631383200,2,567.44,2.15,19.71,2.53,11.44,13.67,18.2,6.27
1631386800,2,527.38,1.79,18.17,3.04,10.25,12.53,16.64,5.64
1631390400,2,500.68,1.73,17.14,3.31,10.01,11.47,15.18,5.45
1631394000,2,494.0,1.98,16.79,2.91,10.37,11.0,14.43,5.51
1631397600,2,494.0,2.6,16.79,2.21,11.33,10.84,14.09,5.57
1631401200,2,500.68,2.99,16.45,1.92,11.8,10.56,13.73,5.64
1631404800,2,527.38,3.86,15.77,2.48,12.4,11.0,14.58,5.89
1631408400,2,540.73,4.58,15.25,4.02,13.23,10.21,13.82,5.95
1631412000,1,487.33,3.97,13.54,6.53,11.8,8.52,11.78,6.33
1631415600,1,423.91,2.71,11.31,11.36,9.54,6.95,9.68,6.52
1631419200,1,347.14,1.22,8.23,18.42,6.56,4.64,6.3,4.69
1631422800,1,323.77,0.65,8.05,21.64,6.32,3.8,5.1,3.93
1631426400,1,320.44,0.22,8.05,26.82,6.14,3.57,4.81,3.8
1631430000,1,317.1,0.21,7.45,30.76,5.84,3.45,4.67,3.74
1631433600,1,333.79,0.44,8.48,31.83,6.97,3.95,5.28,4.02
1631437200,1,360.49,0.53,9.94,30.04,8.11,4.59,6.05,4.31
1631440800,1,560.76,1.93,19.02,16.27,13.83,8.71,11.47,6.46
1631444400,2,807.76,4.97,24.33,3.31,16.93,14.34,18.91,8.36
1631448000,3,934.6,9.61,21.25,0.22,18.12,20.08,26.39,8.99
1631451600,4,1054.76,14.53,19.36,0.03,22.17,27.28,35.45,9.37
1631455200,4,1014.71,14.31,18.85,0.03,21.94,28.67,36.97,8.87
1631458800,4,934.6,11.18,19.19,0.07,19.07,26.37,33.88,8.36
1631462400,3,821.11,8.05,19.71,0.22,15.97,22.04,28.81,7.73
1631466000,2,694.28,5.76,19.36,0.51,13.71,17.83,23.92,6.9
1631469600,2,634.19,5.7,19.19,0.61,15.26,17.09,23.36,6.78
1631473200,2,580.79,4.58,18.34,0.97,14.31,16.32,22.54,6.33
1631476800,2,574.11,4.69,17.99,0.94,14.54,16.57,22.82,6.14
1631480400,2,580.79,5.81,17.82,0.6,15.74,17.16,23.57,6.14
1631484000,2,594.14,7.94,17.48,0.28,18.12,17.91,24.48,6.27
1631487600,2,614.17,9.61,16.79,0.18,20.03,18.33,25.1,6.52
1631491200,3,694.28,12.41,15.25,1.83,22.41,20.27,27.94,7.28
1631494800,3,794.41,16.99,15.08,5.45,27.42,21.93,29.67,7.73
1631498400,3,787.74,16.32,17.48,6.97,29.8,21.32,28.2,7.66
1631502000,2,687.6,10.51,20.91,7.87,27.66,18.56,24.0,7.16
1631505600,2,514.03,2.79,19.54,11.8,18.84,12.18,15.32,4.88
1631509200,2,520.71,1.98,21.25,11.44,19.79,12.06,14.72,4.62
1631512800,2,567.44,1.33,24.68,9.84,21.7,13.84,16.51,4.81
1631516400,2,620.84,1.19,26.39,8.76,22.41,15.82,18.57,5.0
1631520000,2,667.57,1.52,28.1,9.03,23.37,17.43,20.24,4.88
1631523600,2,674.25,1.55,28.45,9.39,22.89,17.15,19.86,4.5
1631527200,2,747.68,4.25,30.16,4.29,25.75,17.89,21.12,4.88
1631530800,3,881.2,10.39,28.1,0.45,28.37,20.71,25.01,5.51
1631534400,3,947.95,14.31,25.36,0.06,29.33,24.41,29.99,6.33
1631538000,4,1001.36,18.11,24.68,0.02,32.42,29.29,36.22,7.22
